Date,"Resolution Numbers","Minutes Item","Resolution Letter",Action,Category,Type,Description,"Street Name","From Address","To Address","Cross Street",Side,"From Feet","To Feet",Hour,"Start Time","End Time",Day,Permits,"Week 1","Week 2","Week 3","Week 4","Week 5","Order Number","Project Id","Project Name","Project Status","Project Update","Project Link",PDF,Video,MP3
2016-11-15,16-158,13,B,RESCIND,Transit,"BUS ZONE","8th Street, west side, from Howard Street to 99 feet southerly","8th Street",,,"Howard Street",West,0,99,,,,,,,,,,,,,,,,,11-15-16-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=26568,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_e388cd97-f73e-4639-b475-ce7bf45fa471.mp3
2016-11-15,16-158,13,B,RESCIND,Transit,"BUS ZONE","8th Street, west side, from Folsom Street to 75 feet southerly","8th Street",,,"Folsom Street",West,0,75,,,,,,,,,,,,,,,,,11-15-16-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=26568,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_e388cd97-f73e-4639-b475-ce7bf45fa471.mp3
2016-11-15,16-158,13,C,ESTABLISH,Transit,"TRANSIT BOARDING ISLAND","8th Street, west side, from Mission Street to 62 feet southerly","8th Street",100,120,"Mission Street",West,0,62,,,,,,,,,,,,,,,,,11-15-16-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=26568,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_e388cd97-f73e-4639-b475-ce7bf45fa471.mp3
2016-11-15,16-158,13,C,ESTABLISH,Transit,"TRANSIT BOARDING ISLAND","8th Street, west side, from Howard Street to 50 feet southerly","8th Street",200,218,"Howard Street",West,0,50,,,,,,,,,,,,,,,,,11-15-16-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=26568,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_e388cd97-f73e-4639-b475-ce7bf45fa471.mp3
2016-11-15,16-158,13,C,ESTABLISH,Transit,"TRANSIT BOARDING ISLAND","8th Street, west side, from Folsom Street to 45 feet southerly","8th Street",300,316,"Folsom Street",West,0,45,,,,,,,,,,,,,,,,,11-15-16-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=26568,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_e388cd97-f73e-4639-b475-ce7bf45fa471.mp3
2016-11-15,16-158,13,C,ESTABLISH,Parking,"TOW AWAY NO PARKING ANYTIME","8th Street, west side, from Mission Street to 62 feet southerly","8th Street",100,120,"Mission Street",West,0,62,,,,,,,,,,,,,,,,,11-15-16-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=26568,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_e388cd97-f73e-4639-b475-ce7bf45fa471.mp3
2016-11-15,16-158,13,C,ESTABLISH,Parking,"TOW AWAY NO PARKING ANYTIME","8th Street, west side, from Howard Street to 50 feet southerly","8th Street",200,218,"Howard Street",West,0,50,,,,,,,,,,,,,,,,,11-15-16-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=26568,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_e388cd97-f73e-4639-b475-ce7bf45fa471.mp3
2016-11-15,16-158,13,C,ESTABLISH,Parking,"TOW AWAY NO PARKING ANYTIME","8th Street, west side, from Folsom Street to 45 feet southerly","8th Street",300,316,"Folsom Street",West,0,45,,,,,,,,,,,,,,,,,11-15-16-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=26568,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_e388cd97-f73e-4639-b475-ce7bf45fa471.mp3
2016-11-15,16-158,13,D,RESCIND,Parking,"YELLOW METERED ZONE","YELLOW METER LOADING ZONE, 7AM-6PM, MONDAY THROUGH SATURDAY - 8th Street, west side, from 20 feet to 40 feet north of Minna Street","8th Street",,,"Minna Street",West,20,40,,"7:00 AM","6:00 PM","MONDAY THROUGH SATURDAY",,,,,,,,,,,,,11-15-16-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=26568,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_e388cd97-f73e-4639-b475-ce7bf45fa471.mp3
2016-11-15,16-158,13,D,RESCIND,Parking,"YELLOW METERED ZONE","YELLOW METER LOADING ZONE, 7AM-6PM, MONDAY THROUGH SATURDAY - 8th Street, west side, from 48 feet to 74 feet north of Natoma Street","8th Street",,,"Natoma Street",West,48,74,,"7:00 AM","6:00 PM","MONDAY THROUGH SATURDAY",,,,,,,,,,,,,11-15-16-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=26568,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_e388cd97-f73e-4639-b475-ce7bf45fa471.mp3
2016-11-15,16-158,13,E,ESTABLISH,Parking,"TOW AWAY NO PARKING ANYTIME","8th Street, west side, from Mission Street to 216 feet northerly","8th Street",66,98,"Mission Street",West,0,216,,,,,,,,,,,,,,,,,11-15-16-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=26568,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_e388cd97-f73e-4639-b475-ce7bf45fa471.mp3
2016-11-15,16-158,13,E,ESTABLISH,Parking,"TOW AWAY NO PARKING ANYTIME","8th Street, west side, from Natoma Street to Howard Street","8th Street",158,198,,West,,,,,,,,,,,,,,,,,,,11-15-16-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=26568,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_e388cd97-f73e-4639-b475-ce7bf45fa471.mp3
2016-11-15,16-158,13,E,ESTABLISH,Parking,"TOW AWAY NO PARKING ANYTIME","8th Street, west side, from Harrison Street to 225 feet northerly","8th Street",368,398,"Harrison Street",West,0,225,,,,,,,,,,,,,,,,,11-15-16-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=26568,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_e388cd97-f73e-4639-b475-ce7bf45fa471.mp3
2016-11-15,16-158,13,F,ESTABLISH,Traffic,"RIGHT LANE MUST TURN RIGHT","8th Street., southbound, at Harrison Street","8th Street",,,"Harrison Street",Southbound,,,,,,,,,,,,,,,,,,,11-15-16-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=26568,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_e388cd97-f73e-4639-b475-ce7bf45fa471.mp3
2016-11-15,16-158,13,G,ESTABLISH,Parking,"TOW AWAY NO PARKING ANYTIME","8th Street, west side, from Stevenson Street to 18 feet southerly","8th Street",48,50,"Stevenson Street",West,0,18,,,,,,,,,,,,,,,,,11-15-16-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=26568,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_e388cd97-f73e-4639-b475-ce7bf45fa471.mp3
2016-11-15,16-158,13,G,ESTABLISH,Parking,"TOW AWAY NO PARKING ANYTIME","Mission Street, south side, from 17 feet to 37 feet west of 8th Street","Mission Street",1203,1211,"8th Street",South,17,37,,,,,,,,,,,,,,,,,11-15-16-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=26568,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_e388cd97-f73e-4639-b475-ce7bf45fa471.mp3
2016-11-15,16-158,13,G,ESTABLISH,Parking,"TOW AWAY NO PARKING ANYTIME","8th Street, west side, from Minna Street to 30 feet northerly","8th Street",128,132,"Minna Street",West,0,30,,,,,,,,,,,,,,,,,11-15-16-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=26568,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_e388cd97-f73e-4639-b475-ce7bf45fa471.mp3
2016-11-15,16-158,13,G,ESTABLISH,Parking,"TOW AWAY NO PARKING ANYTIME","Minna Street, north side, from 8th Street to 10 feet easterly","Minna Street",698,698,"8th Street",North,0,10,,,,,,,,,,,,,,,,,11-15-16-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=26568,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_e388cd97-f73e-4639-b475-ce7bf45fa471.mp3
2016-11-15,16-158,13,G,ESTABLISH,Parking,"TOW AWAY NO PARKING ANYTIME","Natoma Street, south side, from 8th Street to 10 feet westerly","Natoma Street",701,701,"8th Street",South,0,10,,,,,,,,,,,,,,,,,11-15-16-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=26568,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_e388cd97-f73e-4639-b475-ce7bf45fa471.mp3
2016-11-15,16-158,13,G,ESTABLISH,Parking,"TOW AWAY NO PARKING ANYTIME","Howard Street, north side, from 8th Street to 29 feet easterly","Howard Street",1196,1198,"8th Street",North,0,29,,,,,,,,,,,,,,,,,11-15-16-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=26568,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_e388cd97-f73e-4639-b475-ce7bf45fa471.mp3
2016-11-15,16-158,13,G,ESTABLISH,Parking,"TOW AWAY NO PARKING ANYTIME","Howard Street, south side, from 8th Street to 41 feet easterly","Howard Street",1189,1199,"8th Street",South,0,41,,,,,,,,,,,,,,,,,11-15-16-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=26568,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_e388cd97-f73e-4639-b475-ce7bf45fa471.mp3
2016-11-15,16-158,13,G,ESTABLISH,Parking,"TOW AWAY NO PARKING ANYTIME","8th Street, west side, from Tehama Street to 64 feet northerly","8th Street",218,228,"Tehama Street",West,0,64,,,,,,,,,,,,,,,,,11-15-16-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=26568,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_e388cd97-f73e-4639-b475-ce7bf45fa471.mp3
2016-11-15,16-158,13,G,ESTABLISH,Parking,"TOW AWAY NO PARKING ANYTIME","8th Street, west side, from Tehama Street to 22 feet southerly","8th Street",230,234,"Tehama Street",West,0,22,,,,,,,,,,,,,,,,,11-15-16-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=26568,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_e388cd97-f73e-4639-b475-ce7bf45fa471.mp3
2016-11-15,16-158,13,G,ESTABLISH,Parking,"TOW AWAY NO PARKING ANYTIME","Tehama Street, north side, from 8th Street to 10 feet westerly","Tehama Street",700,700,"8th Street",North,0,10,,,,,,,,,,,,,,,,,11-15-16-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=26568,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_e388cd97-f73e-4639-b475-ce7bf45fa471.mp3
2016-11-15,16-158,13,G,ESTABLISH,Parking,"TOW AWAY NO PARKING ANYTIME","8th Street, east side, from 7 feet to 24 feet north of Clementina Street","8th Street",269,273,"Clementina Street",East,7,24,,,,,,,,,,,,,,,,,11-15-16-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=26568,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_e388cd97-f73e-4639-b475-ce7bf45fa471.mp3
2016-11-15,16-158,13,G,ESTABLISH,Parking,"TOW AWAY NO PARKING ANYTIME","8th Street, west side, from Clementina Street to 20 feet northerly","8th Street",258,260,"Clementina Street",West,0,20,,,,,,,,,,,,,,,,,11-15-16-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=26568,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_e388cd97-f73e-4639-b475-ce7bf45fa471.mp3
2016-11-15,16-158,13,G,ESTABLISH,Parking,"TOW AWAY NO PARKING ANYTIME","Clementina Street, south side, from 8th Street to 10 feet easterly","Clementina Street",699,699,"8th Street",South,0,10,,,,,,,,,,,,,,,,,11-15-16-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=26568,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_e388cd97-f73e-4639-b475-ce7bf45fa471.mp3
2016-11-15,16-158,13,G,ESTABLISH,Parking,"TOW AWAY NO PARKING ANYTIME","Clementina Street, south side, from 8th Street to 10 feet westerly","8th Street",701,701,"8th Street",South,0,10,,,,,,,,,,,,,,,,,11-15-16-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=26568,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_e388cd97-f73e-4639-b475-ce7bf45fa471.mp3
2016-11-15,16-158,13,G,ESTABLISH,Parking,"TOW AWAY NO PARKING ANYTIME","8th Street, west side, from Clementina Street to 16 feet southerly","8th Street",262,262,"Clementina Street",West,0,16,,,,,,,,,,,,,,,,,11-15-16-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=26568,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_e388cd97-f73e-4639-b475-ce7bf45fa471.mp3
2016-11-15,16-158,13,G,ESTABLISH,Parking,"TOW AWAY NO PARKING ANYTIME","8th Street, east side, from 34 feet to 54 feet north of Folsom Street","8th Street",287,289,"Folsom Street",East,34,54,,,,,,,,,,,,,,,,,11-15-16-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=26568,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_e388cd97-f73e-4639-b475-ce7bf45fa471.mp3
2016-11-15,16-158,13,G,ESTABLISH,Parking,"TOW AWAY NO PARKING ANYTIME","8th Street, west side, from 11 feet to 35 feet north of Folsom Street","8th Street",287,299,"Folsom Street",West,11,35,,,,,,,,,,,,,,,,,11-15-16-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=26568,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_e388cd97-f73e-4639-b475-ce7bf45fa471.mp3
2016-11-15,16-158,13,G,ESTABLISH,Parking,"TOW AWAY NO PARKING ANYTIME","Folsom Street, north side, from 9 feet to 20 feet west of 8th Street","Folsom Street",1202,1208,"8th Street",North,9,20,,,,,,,,,,,,,,,,,11-15-16-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=26568,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_e388cd97-f73e-4639-b475-ce7bf45fa471.mp3
2016-11-15,16-158,13,G,ESTABLISH,Parking,"TOW AWAY NO PARKING ANYTIME","Folsom Street, south side, from 11 feet to 40 feet west of 8th Street","Folsom Street",1203,1211,"8th Street",South,11,40,,,,,,,,,,,,,,,,,11-15-16-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=26568,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_e388cd97-f73e-4639-b475-ce7bf45fa471.mp3
2016-11-15,16-158,13,G,ESTABLISH,Parking,"TOW AWAY NO PARKING ANYTIME","8th Street, west side, from Ringold Street to 42 feet northerly","8th Street",330,342,"Ringold Street",West,0,42,,,,,,,,,,,,,,,,,11-15-16-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=26568,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_e388cd97-f73e-4639-b475-ce7bf45fa471.mp3
2016-11-15,16-158,13,G,ESTABLISH,Parking,"TOW AWAY NO PARKING ANYTIME","8th Street, west side, from 24 feet to 65 feet south of Minna Street","8th Street",138,144,"Minna Street",West,24,65,,,,,,,,,,,,,,,,,11-15-16-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=26568,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_e388cd97-f73e-4639-b475-ce7bf45fa471.mp3
2016-11-15,16-158,13,H,ESTABLISH,Parking,"YELLOW METERED ZONE","YELLOW METER LOADING ZONE, 7 AM TO 6 PM, MONDAY THROUGH SATURDAY - 8th Street, west side, from Minna Street to 24 feet southerly","8th Street",,,"Minna Street",West,0,24,,"7:00 AM","6:00 PM","MONDAY THROUGH SATURDAY",,,,,,,,,,,,,11-15-16-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=26568,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_e388cd97-f73e-4639-b475-ce7bf45fa471.mp3
2016-11-15,16-158,13,H,ESTABLISH,Parking,"YELLOW METERED ZONE","YELLOW METER LOADING ZONE, 7 AM TO 6 PM, MONDAY THROUGH SATURDAY - 8th Street, west side, from 65 feet to 85 feet south of Minna Street","8th Street",,,"Minna Street",West,65,85,,"7:00 AM","6:00 PM","MONDAY THROUGH SATURDAY",,,,,,,,,,,,,11-15-16-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=26568,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_e388cd97-f73e-4639-b475-ce7bf45fa471.mp3
2016-11-15,16-158,13,H,ESTABLISH,Parking,"YELLOW METERED ZONE","YELLOW METER LOADING ZONE, 7 AM TO 6 PM, MONDAY THROUGH SATURDAY - 8th Street, west side, from 42 feet to 84 feet south of Tehama Street","8th Street",,,"Tehama Street",West,42,84,,"7:00 AM","6:00 PM","MONDAY THROUGH SATURDAY",,,,,,,,,,,,,11-15-16-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=26568,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_e388cd97-f73e-4639-b475-ce7bf45fa471.mp3
2016-11-15,16-158,13,I,RESCIND,Transit,"BLUE ZONE","8th Street, west side, from Stevenson Street to 20 feet southerly","8th Street",,,"Stevenson Street",West,0,20,,,,,,,,,,,,,,,,,11-15-16-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=26568,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_e388cd97-f73e-4639-b475-ce7bf45fa471.mp3
2016-11-15,16-158,13,I,RESCIND,Transit,"BLUE ZONE","8th Street, west side, form Natoma Street to 22 feet southerly","8th Street",,,"Natoma Street",West,0,22,,,,,,,,,,,,,,,,,11-15-16-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=26568,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_e388cd97-f73e-4639-b475-ce7bf45fa471.mp3
2016-11-15,16-158,13,J,ESTABLISH,Transit,"BLUE ZONE","Minna Street, north side, from 20 feet to 40 feet west of 8th Street","Minna Street",,,"8th Street",North,20,40,,,,,,,,,,,,,,,,,11-15-16-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=26568,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_e388cd97-f73e-4639-b475-ce7bf45fa471.mp3
2016-11-15,16-158,13,J,ESTABLISH,Transit,"BLUE ZONE","Howard Street, north side, from 19 feet to 37 feet west of 8th Street","Howard Street",,,"8th Street",North,19,37,,,,,,,,,,,,,,,,,11-15-16-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=26568,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_e388cd97-f73e-4639-b475-ce7bf45fa471.mp3
2016-11-15,16-158,13,J,ESTABLISH,Transit,"BLUE ZONE","Tehama Street, north side from 10 feet to 30 feet west of 8th Street","Tehama Street",,,"8th Street",North,10,30,,,,,,,,,,,,,,,,,11-15-16-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=26568,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_e388cd97-f73e-4639-b475-ce7bf45fa471.mp3
2016-11-15,16-158,13,K,ESTABLISH,Transit,"WHITE PASSENGER LOADING ZONE","WHITE ZONE, AT ALL TIMES - 8th Street, west side, from 18 feet to 107 feet south of Stevenson Street","8th Street",,,"Stevenson Street",West,18,107,,,,,,,,,,,,,,,,,11-15-16-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=26568,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_e388cd97-f73e-4639-b475-ce7bf45fa471.mp3
2016-11-15,16-158,13,L,ESTABLISH,Parking,"WHITE TAXI ZONE","8th Street, west side, from 107 feet to 130 feet south of Stevenson Street.","8th Street",,,"Stevenson Street",West,107,130,,,,,,,,,,,,,,,,,11-15-16-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=26568,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_e388cd97-f73e-4639-b475-ce7bf45fa471.mp3
2016-11-15,16-158,13,M,ESTABLISH,Traffic,"NO RIGHT TURN ON RED","8th Street, southbound, at Howard Street","8th Street",,,"Howard Street",Southbound,,,,,,,,,,,,,,,,,,,11-15-16-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=26568,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_e388cd97-f73e-4639-b475-ce7bf45fa471.mp3
2016-11-15,16-151,10.2,A,ESTABLISH,Transit,"BLUE ZONE","1395 Eucalyptus Drive, south side, from 8 feet to 26 feet east of the Middlefield Drive","Eucalyptus Drive",1395,1395,"Middlefield Drive",South,8,26,,,,,,,,,,,,,,,,,11-15-16-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=26568,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_e388cd97-f73e-4639-b475-ce7bf45fa471.mp3
2016-11-15,16-151,10.2,B,ESTABLISH,Transit,"BLUE ZONE","1200 Mendell Street, west side, from McKinnon Avenue 6 to 20 feet southerly","Mendell Street",1200,1200,"McKinnon Avenue",West,6,20,,,,,,,,,,,,,,,,,11-15-16-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=26568,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_e388cd97-f73e-4639-b475-ce7bf45fa471.mp3
2016-11-15,16-151,10.2,C,ESTABLISH,Transit,"BLUE ZONE","850 Valencia Street, west side, from 2 feet to 20 feet south of the Cunningham Place, replacing metered parking stall #830.","Valencia Street",850,850,"Cunningham Place",West,2,20,,,,,,,,,,,,,,,,,11-15-16-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=26568,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_e388cd97-f73e-4639-b475-ce7bf45fa471.mp3
2016-12-06,16-161,10.3,A,RESCIND,Parking,"SHUTTLE BUS ZONE","ABILITY OF PERMITTED COMMUTER SHUTTLE BUS TO USE MUNI BUS ZONE - Divisadero Street, east side, from California Street to 75 feet northerly","Divisadero Street",,,"California Street",East,0,75,,,,,,,,,,,,,,,,,12-6-16-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=26697,
2016-12-06,16-161,10.3,B,ESTABLISH,Transit,"BUS ZONE","BUS ZONE - Divisadero Street, east side, from Bush Street to 90 feet northerly","Divisadero Street",,,"Bush Street",East,0,90,,,,,,,,,,,,,,,,,12-6-16-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=26697,
2016-12-06,16-161,10.3,C,ESTABLISH,Transit,"PART TIME BUS ZONE","PART-TIME BUS ZONE, 5 PM TO 9 PM, MONDAY THROUGH FRIDAY - Divisadero Street, east side, from 90 feet to 134 feet north of Bush Street","Divisadero Street",,,"Bush Street",East,90,134,,"5:00 PM","9:00 PM","MONDAY THROUGH FRIDAY",,,,,,,,,,,,,12-6-16-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=26697,
2016-12-06,16-161,10.3,D,ESTABLISH,Parking,"SHUTTLE BUS ZONE","ABILITY OF PERMITTED COMMUTER SHUTTLE BUS TO USE MUNI BUS ZONE - Divisadero Street, east side, from Bush Street to 134 feet northerly","Divisadero Street",,,"Bush Street",East,0,134,,,,,,,,,,,,,,,,,12-6-16-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=26697,
2016-12-06,16-161,10.3,E,RESCIND,Parking,"YELLOW METERED ZONE","YELLOW METERED LOADING ZONE, 30-MINUTE TIME LIMIT, 8 AM TO 6 PM, MONDAY THROUGH FRIDAY - Divisadero Street, east side, from 5 feet to 30 feet south of Pine Street","Divisadero Street",,,"Pine Street",East,5,30,"30 MINUTE","8:00 AM","6:00 PM","MONDAY THROUGH FRIDAY",,,,,,,,,,,,,12-6-16-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=26697,
2016-12-06,16-161,10.3,F,ESTABLISH,Parking,"YELLOW METERED ZONE","YELLOW METERED LOADING ZONE, 30-MINUTE TIME LIMIT, 8 AM TO 6 PM, MONDAY THROUGH FRIDAY - Divisadero Street, east side, from 134 feet to 178 feet north of Bush Street","Divisadero Street",,,"Bush Street",East,134,178,"30 MINUTE","8:00 AM","6:00 PM","MONDAY THROUGH FRIDAY",,,,,,,,,,,,,12-6-16-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=26697,
2016-12-06,16-161,10.3,G,ESTABLISH,Parking,"30 MINUTE GREEN METERED ZONE","GREEN METERED PARKING, 30-MINUTE TIME LIMIT, 9 AM TO 6 PM, MONDAY THROUGH FRIDAY - Divisadero Street, east side, from 50 feet to 94 feet south of Pine Street","Divisadero Street",,,"Pine Street",East,50,94,"30 MINUTE","9:00 AM","6:00 PM","MONDAY THROUGH FRIDAY",,,,,,,,,,,,,12-6-16-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=26697,
2016-12-06,16-160,10.2,A,ESTABLISH,Traffic,"ONE WAY STREET","Putnam Street, northbound, between Cortland Avenue and Jarboe Avenue","Putnam Street",,,,Northbound,,,,,,,,,,,,,,,,,,,12-6-16-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=26697,
2016-12-06,16-162,10.4,A,EXTEND,Parking,"NO STOPPING ANYTIME","NO STOPPING ANYTIME EXCEPT MARKED POLICE VEHICLES - Vallejo Street, north side, between Stockton and Powell streets an additional 10 feet and remove references to the former Traffic Code","Vallejo Street",,,,North,,,,,,,,,,,,,,,,,,,12-6-16-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=26697,
2017-01-03,170103-002,10.2,A,ESTABLISH,Transit,"BLUE ZONE","55 Laguna Street, west side, from 149 feet to 171 feet, north of Hermann Street","Laguna Street",55,55,"Hermann Street",West,149,171,,,,,,,,,,,,,,,,,1-3-17-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=26861,
